,en,fr
128,"Thanks to Commissioner Diamantopoulou, whose assessment of the situation I support, we are, at last, starting to talk about Somalia.","Grâce à Mme la commissaire Diamantopoulou, dont j'aurais tendance à partager les appréciations, on commence enfin à parler de la Somalie."
129,I refer in particular to the Commission proposal to recreate the Eurocontrol route charges and central flow management systems.,Je fais notamment référence à la proposition de la Commission visant à réagencer le système de redevance de routes et le système central de gestion du trafic d'Eurocontrol.
130,"I believe that all processes relating to the BGEP, namely the Luxembourg, Cardiff, Cologne, Lisbon and Stockholm processes, and any others, for that matter, need to be rationalised.","Je crois qu'il faut effectivement rationaliser l'ensemble des processus relatifs aux GOPEs, à savoir ceux de Luxembourg, Cardiff, Cologne, Lisbonne, Stockholm, que sais-je encore !"
131,"Parliament will also know that, on the whole, you receive more flack for closing or running down an office than praise for establishing one.","Il sait également que, d'une manière générale, on reçoit plus de critiques pour la fermeture ou la réduction d'une délégation existante que d'éloges pour l'ouverture d'une nouvelle."
132,"The protection against pollution, nuisance and dangers in their living environment that most people want often means that businesses are hindered in their pursuit of profits.","La protection de l'environnement contre la pollution, les nuisances et les dangers voulue par la majorité des gens implique souvent un obstacle à la quête de bénéfices pour les entreprises."
133,"This is a policy of the Bureau as a whole and I think that, as we have just seen, we can make debates in Plenary even better than they have been in the past.",C'est là une politique que suit le Bureau dans son ensemble et je pense - comme nous venons de le constater - que nous pouvons tenir des débats meilleurs encore que cela n'a été le cas dans le passé.
134,That must not happen. They are equally valuable processes which must be treated equally when coordination takes place.,"Cela ne doit pas arriver, car ce sont des processus de même valeur qui doivent faire l'objet d'un même traitement en cas de coordination."
135,We have therefore always thought that the United States should be among the participants in the Rome Statute.,C'est pourquoi nous avons toujours pensé que les États-Unis devaient faire partie des pays adhérant au statut de Rome.
136,"May I suggest that we also return to fixed, reliable voting times on Thursday afternoons, especially as there are several places where the bell cannot be heard.","Je voudrais quand même dire que nous ferions bien d'en revenir aux heures de votes fixes et fiables du jeudi après-midi, d'autant plus que la sonnerie n'est pas audible en de nombreux endroits."
137,Members may be aware that Mr Holmes recently underwent major surgery and I am sure that the House will join me in wishing him a speedy recovery.,"Les membres de cette Assemblée sont peut-être au courant que M. Holmes a subi il y a peu une opération chirurgicale importante, et je suis sûr que l'Assemblée se joindra à moi pour lui souhaiter un prompt rétablissement."
138,I think that political intervention to bring about an area of performing arts is extremely important and I just have one or two comments to make.,J'estime qu'une intervention politique en vue de réaliser un espace des arts du spectacle est primordiale et je voudrais juste faire un ou deux commentaires.
139,Are you more or less likely to encourage lack of moderation or extremism in the conditions that exist in the West Bank and Gaza?,Êtes-vous plus ou moins susceptibles d'encourager le manque de modération ou l'extrémisme dans les conditions qui existent en Cisjordanie et à Gaza ?
